order_id,legacy_fdos,dbt_fdos,fdos_diff
0afe0a59-aa78-4d81-81c3-a41ca0f0a553,2019-03-14T15:19:00,2019-03-15T11:49:00,20
0b84abc5-cde6-4193-94a0-b6a1d1de7818,2018-09-04T16:16:00,2018-09-06T07:57:00,39
0be122ab-9a9e-481f-af0b-3619de1d4205,2018-09-01T13:28:00,2018-09-03T10:15:00,45
0c3341ec-14b3-417d-a54b-30dfe191e432,2018-09-04T16:16:00,2018-09-06T07:57:00,39
0e2428d7-b71a-4f31-a024-c85bd5719180,2018-09-01T12:19:00,2018-09-06T14:15:00,122
0ead9992-9586-4b24-8107-b0137ed7760e,2018-09-01T12:19:00,2018-09-06T14:15:00,122
0f1ad477-e2ab-466d-9b27-5baa646e21b1,2018-09-01T13:28:00,2018-09-03T10:15:00,45
0f8c14dc-63a7-4f27-a104-fdb8c0c35ccc,2018-09-01T12:19:00,2018-09-06T14:15:00,122
0fbdd3b4-0afb-45a6-a673-0436916ec045,2018-09-01T13:28:00,2018-09-03T10:15:00,45
11cd4007-7269-4f0e-a08c-c6f303c6afb5,2019-03-14T15:19:00,2019-03-15T11:49:00,20
12422a8f-7551-4df9-93ce-d741cf83852f,2018-12-23T14:34:00,2018-12-24T10:17:00,20
125683b0-ab6f-4a79-963b-c6aa6274ea3e,2019-02-04T11:38:00,2019-02-09T14:13:00,123
12cba0aa-b0f3-47b8-b1a9-6ab1c2072d44,2019-02-04T11:38:00,2019-02-09T14:13:00,123
1310ae07-5caf-4c67-b0ab-866b4aa43d1a,2019-03-14T15:19:00,2019-03-15T11:49:00,20
137b666a-6b13-4618-b14f-cbf1c8c1900d,2018-09-01T13:28:00,2018-09-03T10:15:00,45
1418ca59-2451-47d3-a228-c76e4a7f155d,2019-03-14T15:19:00,2019-03-15T11:49:00,20
145b81db-1810-4e27-ada4-1587d5242489,2018-12-23T14:34:00,2018-12-24T10:17:00,20
148be9ae-c453-41ee-81d3-6580995f1665,2019-07-29T15:09:00,2019-07-30T10:03:00,19
151d0b6f-7dc3-4fc6-a2b6-8b1aa16afb71,2018-09-01T13:28:00,2018-09-03T10:15:00,45
164db74d-7789-4ab4-b9ab-42dbab001742,2019-03-14T15:19:00,2019-03-15T11:49:00,20
16c5ec9a-1a95-4d3d-98e4-f0cf3bf180eb,2018-12-23T14:34:00,2018-12-24T10:17:00,20
1719ad4b-918c-4529-a45a-cab6c762b7cf,2019-03-14T15:19:00,2019-03-15T11:49:00,20
17240284-0b95-412c-9031-7835744da637,2018-09-01T13:28:00,2018-09-03T10:15:00,45
173acb6e-79a8-43c7-aecd-5431e8e57807,2018-09-01T12:19:00,2018-09-06T14:15:00,122
18758fac-56d9-43a2-9f07-76972476b923,2018-09-01T12:19:00,2018-09-06T14:15:00,122
1877417c-320a-49a0-b957-b5555f54e49a,2018-12-23T14:34:00,2018-12-24T10:17:00,20
18c4a02f-b8dd-4b23-9b83-127db1f8f9b7,2018-12-23T14:34:00,2018-12-24T10:17:00,20
19a1e3f1-2cde-4a3e-8214-eb044add3012,2018-09-01T13:28:00,2018-09-03T10:15:00,45
1b328dda-64d8-4802-bdb3-8f242f1b6a4e,2019-06-22T13:47:00,2019-06-24T09:04:00,44
1b4548d8-dd93-44e5-a446-fcdd81a46ba7,2019-02-04T11:38:00,2019-02-09T14:13:00,123
1b472277-3b11-4b60-aa1f-27d179f5fc8e,2018-09-04T16:16:00,2018-09-06T07:57:00,39
1b60b6ee-c17b-441a-aa5f-d32a452ea354,2018-09-04T16:16:00,2018-09-06T07:57:00,39
1c209598-1817-4476-8dd7-ee20ad9c8195,2018-09-01T12:19:00,2018-09-06T14:15:00,122
1c499887-ee38-43ca-87c0-9d7fe425b229,2018-09-04T16:16:00,2018-09-06T07:57:00,39
1c785906-338c-453e-9eb9-3e04366e0fbf,2018-09-01T12:19:00,2018-09-06T14:15:00,122
1cd6211d-5080-4983-83e2-83b919066e6a,2018-09-01T13:28:00,2018-09-03T10:15:00,45
1dbde286-7213-4b8b-9d11-512b18f31ce1,2019-02-04T11:38:00,2019-02-09T14:13:00,123
1e021643-1883-48fd-b2db-b7e86110c123,2018-09-01T13:28:00,2018-09-03T10:15:00,45
1e1ebf0e-4572-49d9-a37e-4a7a6eb4d817,2018-12-23T14:34:00,2018-12-24T10:17:00,20
1e7d0300-4808-4744-97ce-eaa00f936e7d,2018-09-01T12:19:00,2018-09-06T14:15:00,122
1e88182c-2b58-4486-b1d3-9a40247f3d91,2018-09-04T16:16:00,2018-09-06T07:57:00,39
1ea9674b-a0d1-4bb8-81f5-3b4f332e8b0e,2018-12-23T14:34:00,2018-12-24T10:17:00,20
1eb32ad9-e91c-44ec-a6d6-f284da4cf081,2018-12-23T14:34:00,2018-12-24T10:17:00,20
1ec172df-90dc-4997-ba54-c9b308340a72,2018-09-01T12:19:00,2018-09-06T14:15:00,122
1fff530b-a8ce-4a64-8078-423a7486434b,2018-09-04T16:16:00,2018-09-06T07:57:00,39
209db5c8-1472-4ef3-b5d0-5a9cf491a2af,2018-09-01T12:19:00,2018-09-06T14:15:00,122
20d2bfb0-8f85-4a86-9943-9f53868f98e1,2018-12-23T14:34:00,2018-12-24T10:17:00,20
20df0a6e-4e47-43a7-ad60-5facf9f26d2b,2018-09-04T16:16:00,2018-09-06T07:57:00,39
21c353a9-0240-46f3-9c21-b810355c167b,2019-02-04T11:38:00,2019-02-09T14:13:00,123
21fd896e-5b15-4e01-9579-7d0c202ced48,2018-09-01T13:28:00,2018-09-03T10:15:00,45
227510ef-6688-4a90-a89c-e34197f29c55,2018-09-01T12:19:00,2018-09-06T14:15:00,122
235bcd51-ef56-473a-8a8d-20105e12e90c,2018-12-23T14:34:00,2018-12-24T10:17:00,20
23d27628-7a44-42b8-bc0f-7036cc286799,2018-09-01T13:28:00,2018-09-03T10:15:00,45
243b1b71-8d86-47d3-b61f-ef7dd6e8387e,2018-09-04T16:16:00,2018-09-06T07:57:00,39
244e52d5-a4b5-4584-badd-191681145720,2018-09-04T16:16:00,2018-09-06T07:57:00,39
24532162-7c36-4aee-81fa-2ebddee0211c,2018-09-01T13:28:00,2018-09-03T10:15:00,45
2466c190-7193-4ccb-8855-f9bef0ab652a,2018-09-01T13:28:00,2018-09-03T10:15:00,45
24e6e06e-3ebb-4747-9958-1b4b95837734,2018-09-04T16:16:00,2018-09-06T07:57:00,39
25464985-5614-43bd-bf6c-b519057bdf65,2018-09-01T13:28:00,2018-09-03T10:15:00,45
25558ceb-da27-4284-a564-56cea7119a25,2018-09-01T13:28:00,2018-09-03T10:15:00,45
25ad586a-6f4d-4039-821d-057b9135892c,2018-09-01T12:19:00,2018-09-06T14:15:00,122
25db26df-bf78-44ca-a173-887ad3be05e6,2018-09-01T13:28:00,2018-09-03T10:15:00,45
26a0df3b-a99a-446b-9cbb-b6a312c77f5f,2018-09-01T12:19:00,2018-09-06T14:15:00,122
26ec88e1-d79f-4a05-8cd1-a1ca92a38812,2019-03-14T15:19:00,2019-03-15T11:49:00,20
2708a527-c236-4aef-b65f-66a0e7b419e1,2018-12-23T14:34:00,2018-12-24T10:17:00,20
27484915-4ee9-4359-adba-67d002fcb3b3,2019-06-22T13:47:00,2019-06-24T09:04:00,44
27fd15a2-8a77-4f83-89e9-68f163141cfd,2018-09-04T16:16:00,2018-09-06T07:57:00,39
2920bde2-088a-40cc-9f41-a5dd3fa89a48,2019-02-04T11:38:00,2019-02-09T14:13:00,123
294b08c6-7170-4261-b084-e6936ef69978,2018-12-23T14:34:00,2018-12-24T10:17:00,20
29eb06d5-c7ee-4590-9095-3c16316b4e45,2018-09-01T12:19:00,2018-09-06T14:15:00,122
2a91e226-3247-4aac-933b-29b239377153,2018-12-23T14:34:00,2018-12-24T10:17:00,20
2a96f253-2f86-491a-8182-3765cfd2e28a,2018-09-01T12:19:00,2018-09-06T14:15:00,122
2a9fc144-35bc-4d93-b9cb-09628966ef53,2018-09-01T13:28:00,2018-09-03T10:15:00,45
2aae0d7a-652b-4cdb-a991-105358f93f8c,2019-02-04T11:38:00,2019-02-09T14:13:00,123
2ac998c9-daeb-4152-a008-67133bda4d3a,2019-06-22T13:47:00,2019-06-24T09:04:00,44
2b32bfd6-8a95-4c52-9ab3-802c64acac6b,2018-12-23T14:34:00,2018-12-24T10:17:00,20
2b603bc4-7b55-4cc3-8ba4-ec8d115c7df1,2019-07-29T15:09:00,2019-07-30T10:03:00,19
2bb9c45a-d7ed-4666-9d20-203ff125f429,2018-12-23T14:34:00,2018-12-24T10:17:00,20
2bd3a59f-0174-419f-b90b-c607c5fa9875,2019-02-04T11:38:00,2019-02-09T14:13:00,123
2bf9b285-72fe-4911-85f7-6eb79a1b8a76,2019-08-13T16:25:00,2019-08-19T13:35:00,141
2d8c859f-ba4a-4fd0-80c8-9d8a16ec64d7,2018-09-04T16:16:00,2018-09-06T07:57:00,39
2e1b587f-72e7-4b62-a201-f8b0ec864c0d,2018-12-23T14:34:00,2018-12-24T10:17:00,20
2e94e9b5-7aa9-494a-8652-b2d9fb77ae76,2018-09-01T13:28:00,2018-09-03T10:15:00,45
2eba2fc4-3d50-451b-958f-28238ced2394,2018-09-04T16:16:00,2018-09-06T07:57:00,39
2f6db2e9-ae62-4aa6-a86f-72f7eb4ef951,2018-09-04T16:16:00,2018-09-06T07:57:00,39
3017fc91-7514-4216-843d-3dfa2e728269,2018-09-01T13:28:00,2018-09-03T10:15:00,45
304db97c-906d-4bfe-835e-193d19a12f43,2019-03-14T15:19:00,2019-03-15T11:49:00,20
305b6722-5dc3-4091-9f48-99f11a691796,2018-09-01T13:28:00,2018-09-03T10:15:00,45
307bddab-2889-4c2f-9b4b-49f5e436c5bd,2019-02-04T11:38:00,2019-02-09T14:13:00,123
3117b88d-a98f-4703-be41-e884b3133de1,2018-12-23T14:34:00,2018-12-24T10:17:00,20
31a9d0fb-0e86-48fe-a240-6f4c20c1f113,2018-09-01T13:28:00,2018-09-03T10:15:00,45
31ada19d-838b-475f-9da9-f4c7f92f1f64,2018-09-04T16:16:00,2018-09-06T07:57:00,39
32a567de-89f4-435a-a049-0bc1b194fa9e,2018-09-01T13:28:00,2018-09-03T10:15:00,45
32a6e19a-c0af-4903-b10b-b360d34cd92d,2018-09-04T16:16:00,2018-09-06T07:57:00,39
32bee44b-17a6-4100-ba7d-a1bafa8f0f77,2018-12-23T14:34:00,2018-12-24T10:17:00,20
33b076c9-c052-42e6-b2bd-55d4e85ff0f2,2018-09-01T12:19:00,2018-09-06T14:15:00,122
33c7f344-6dfb-46a7-93c3-71749b617842,2018-12-23T14:34:00,2018-12-24T10:17:00,20
33dd9b0d-02b3-4a54-874d-e0c8572bc9eb,2019-03-14T15:19:00,2019-03-15T11:49:00,20
3514d86d-7848-42fb-9827-265339f8c6a9,2018-09-04T16:16:00,2018-09-06T07:57:00,39
351b2b70-e055-426d-b786-8cc3feb72efb,2018-09-01T12:19:00,2018-09-06T14:15:00,122
35c13de4-7d52-44dd-b7c9-5f25c2d4e733,2018-09-01T12:19:00,2018-09-06T14:15:00,122
3681b5e4-69d8-4fed-882c-28384970dc08,2018-09-01T12:19:00,2018-09-06T14:15:00,122
36a3f808-67c1-488a-bc78-1b5bdabe8bd5,2018-12-23T14:34:00,2018-12-24T10:17:00,20
37081079-901d-4dee-8700-2bf6864adc74,2018-09-04T16:16:00,2018-09-06T07:57:00,39
38427304-61a0-4471-aeae-2a5c81e3558c,2019-03-14T15:19:00,2019-03-15T11:49:00,20
38b5d34b-870d-4e25-a71c-02d7db1c5b91,2018-09-01T12:19:00,2018-09-06T14:15:00,122
39b6cfeb-fd02-4d07-a802-4759071d8bbf,2019-02-04T11:38:00,2019-02-09T14:13:00,123
3ac45303-8281-414a-b663-e1560a4c3cc7,2018-09-01T13:28:00,2018-09-03T10:15:00,45
3ad550ef-384c-4aec-8c4a-86ce7b6475f2,2019-06-22T13:47:00,2019-06-24T09:04:00,44
3b0cdd53-4a3c-47a4-ad0f-f643609c6af9,2018-09-01T13:28:00,2018-09-03T10:15:00,45
3b283c53-24e5-4e83-8a21-665c4e19b756,2018-09-04T16:16:00,2018-09-06T07:57:00,39
3c4cff78-9174-4d19-bad2-508328a8668e,2019-02-04T11:38:00,2019-02-09T14:13:00,123
3c5eb9d8-4778-46ac-8a03-1476e1a54ce0,2018-09-01T13:28:00,2018-09-03T10:15:00,45
3cd94734-e0c7-4b53-bfde-7edfd2a9b24b,2019-03-14T15:19:00,2019-03-15T11:49:00,20
3d67c34e-e1fc-4ae8-a09f-e1fb0624c221,2018-09-01T12:19:00,2018-09-06T14:15:00,122
3dbb79a0-b05b-44c3-890c-d00d5a85d749,2018-09-01T13:28:00,2018-09-03T10:15:00,45
3dbb82cb-369d-4d4a-9093-3b9375ab5808,2018-12-23T14:34:00,2018-12-24T10:17:00,20
3eb0f15e-531e-4d07-86f9-b5139259b58e,2018-09-01T12:19:00,2018-09-06T14:15:00,122
3eda2001-a68b-464a-812d-7447bf898894,2018-09-01T13:28:00,2018-09-03T10:15:00,45
3f39f737-6a66-4968-a63f-e13b5acf7df9,2018-12-23T14:34:00,2018-12-24T10:17:00,20
3f5f6bd6-ae20-4342-948e-489ccaa32f7e,2018-09-01T12:19:00,2018-09-06T14:15:00,122
404f274b-2cfa-4ad7-ae8a-e9fbcdb652e7,2018-09-01T12:19:00,2018-09-06T14:15:00,122
40d375ab-c5c8-45a3-a478-650fb21fccae,2018-09-01T13:28:00,2018-09-03T10:15:00,45
415878a4-f52c-4c66-a947-2e3b718ed88f,2019-06-22T13:47:00,2019-06-24T09:04:00,44
4176ff1d-7cac-42eb-9d0b-cab428d57cf5,2018-09-04T16:16:00,2018-09-06T07:57:00,39
41cc4270-18f9-42bd-94ac-aa7bb8a80b85,2018-12-23T14:34:00,2018-12-24T10:17:00,20
4254708c-c016-4261-ad44-0e10ff49e6ed,2019-02-04T11:38:00,2019-02-09T14:13:00,123
42b78f73-4115-4937-88b1-34c75b6a3e68,2018-09-01T12:19:00,2018-09-06T14:15:00,122
42e3dbd4-a067-45d8-a139-bce275834bd8,2019-03-14T15:19:00,2019-03-15T11:49:00,20
4400dbb3-001c-4487-acc0-90cf2453e2af,2018-09-01T12:19:00,2018-09-06T14:15:00,122
449bc03c-34c5-477a-9549-825a8266801a,2018-09-04T16:16:00,2018-09-06T07:57:00,39
45874c91-cb3b-4a0f-8a1c-efca297e002d,2019-02-04T11:38:00,2019-02-09T14:13:00,123
459bb4f2-3bfc-4e59-a5cb-7faeb56234c2,2018-09-01T12:19:00,2018-09-06T14:15:00,122
46d25c3e-2462-4084-a485-645051d0243b,2018-12-23T14:34:00,2018-12-24T10:17:00,20
47125239-cc57-4f73-b9d9-10eb556d9a9f,2018-09-01T12:19:00,2018-09-06T14:15:00,122
473151cc-ee12-4ec0-bb0b-0ecb91556c7d,2019-08-13T16:25:00,2019-08-19T13:35:00,141
473b9d18-654e-4881-a5a1-611d42b3a046,2018-09-04T16:16:00,2018-09-06T07:57:00,39
481b4960-a7ef-4a01-8037-c287696c4a41,2018-09-01T13:28:00,2018-09-03T10:15:00,45
485192ba-88a6-482b-8745-ced62c113e5a,2018-09-01T13:28:00,2018-09-03T10:15:00,45
4870251c-be8a-4aff-87d2-8abe862c0939,2018-09-01T12:19:00,2018-09-06T14:15:00,122
4a101c97-a53b-4757-bbea-4d7fe3fe5fa2,2018-09-01T12:19:00,2018-09-06T14:15:00,122
4bbe4d9c-b5b1-46c5-87b2-677a42a0cb09,2018-09-01T12:19:00,2018-09-06T14:15:00,122
4bea03f0-59a6-4a35-a167-f303ae968cee,2018-09-01T12:19:00,2018-09-06T14:15:00,122
4d27898f-b4f0-4b65-b930-8f1a6a9cc9c6,2018-09-01T12:19:00,2018-09-06T14:15:00,122
4d9a280e-1841-492b-9f4e-7b0fd6dda54d,2018-09-01T13:28:00,2018-09-03T10:15:00,45
4e862e09-73c6-478f-8903-53f216b30610,2019-02-04T11:38:00,2019-02-09T14:13:00,123
4ebfe4a1-edee-463d-958c-b90a22257527,2019-03-14T15:19:00,2019-03-15T11:49:00,20
4fe0547e-15a9-4d4b-9067-dbe3b0e0c775,2018-09-01T12:19:00,2018-09-06T14:15:00,122
5022701d-df62-4bb2-bcae-28526b248451,2018-09-04T16:16:00,2018-09-06T07:57:00,39
5039b1a7-2056-41bf-a9a6-233aa5db1240,2018-09-01T13:28:00,2018-09-03T10:15:00,45
506fc4dd-37d6-4ef0-9738-9dbf54c5514d,2018-12-23T14:34:00,2018-12-24T10:17:00,20
50d6a92a-4a39-45a5-b5aa-8af3a880114c,2019-03-14T15:19:00,2019-03-15T11:49:00,20
51487495-ec60-4ef1-b818-246bbc516b41,2018-09-01T13:28:00,2018-09-03T10:15:00,45
5172025a-dc8c-4e10-9dc1-6081b2d4b980,2018-09-04T16:16:00,2018-09-06T07:57:00,39
51f63c9f-76c1-409e-8800-c87ed62cdda4,2018-09-04T16:16:00,2018-09-06T07:57:00,39
51facd83-58d7-47cc-a242-06615f26be01,2018-09-04T16:16:00,2018-09-06T07:57:00,39
522b0917-fbc2-4dc4-a953-08c3e26cac28,2019-02-04T11:38:00,2019-02-09T14:13:00,123
5332516e-fd74-4641-9851-c3d53a04eb95,2019-03-14T15:19:00,2019-03-15T11:49:00,20
5510f68e-0ada-489f-8299-7460a6b3e698,2018-09-01T12:19:00,2018-09-06T14:15:00,122
560d18ac-638f-4c4e-a4e6-1e6c6cb87fb4,2018-09-01T13:28:00,2018-09-03T10:15:00,45
563344b0-8dd3-449f-9501-f7c540fa02ce,2018-09-01T12:19:00,2018-09-06T14:15:00,122
5635d02d-d062-471f-a6ab-2fe72f6e7cbd,2018-09-04T16:16:00,2018-09-06T07:57:00,39
5654cda9-7832-4a85-8a23-c103526f228a,2019-06-22T13:47:00,2019-06-24T09:04:00,44
571b70fa-75b3-4e0d-8bfc-e0011b928d86,2018-09-01T12:19:00,2018-09-06T14:15:00,122
5773ac6f-1553-4883-a340-95646ebe426d,2018-09-04T16:16:00,2018-09-06T07:57:00,39
57d1c7b7-90f6-4f74-9998-81d26d44a528,2018-09-04T16:16:00,2018-09-06T07:57:00,39
57fac994-b647-4eff-ad07-18de73105838,2018-09-04T16:16:00,2018-09-06T07:57:00,39
5876fb0c-7c91-403c-babe-a6701eb4a6eb,2018-09-04T16:16:00,2018-09-06T07:57:00,39
58a11e0f-9ea3-49d8-93a0-4bacd2801dae,2018-12-23T14:34:00,2018-12-24T10:17:00,20
5911d103-dfa7-412d-9607-8140b92e162b,2019-03-14T15:19:00,2019-03-15T11:49:00,20
5974b115-bf80-4d85-87b9-2d8fc9cae256,2019-03-14T15:19:00,2019-03-15T11:49:00,20
59a2c075-ded6-43df-900d-c34984d6be6b,2018-09-01T12:19:00,2018-09-06T14:15:00,122
59dc93b9-0489-4f57-94c9-05a281275022,2018-09-01T13:28:00,2018-09-03T10:15:00,45
5abaf5cb-e399-41a5-9758-a6857d9cb159,2018-09-04T16:16:00,2018-09-06T07:57:00,39
5c5494aa-e3de-49bb-b3ed-e194c14d2a0d,2019-06-22T13:47:00,2019-06-24T09:04:00,44
5d4b5fef-214c-4b44-bec4-24a6376c6789,2018-09-04T16:16:00,2018-09-06T07:57:00,39
5d9bd782-cb06-4346-8161-750bccb740fd,2018-09-04T16:16:00,2018-09-06T07:57:00,39
5da3237f-127b-4cb8-a8aa-d7b6d8574595,2018-09-01T12:19:00,2018-09-06T14:15:00,122
5dac21d6-ead4-452b-9d51-1514cd5786e8,2019-07-29T15:09:00,2019-07-30T10:03:00,19
5e014e07-a29f-4dee-8f0b-d528d6e91c88,2018-09-01T12:19:00,2018-09-06T14:15:00,122
5eab8b4e-c046-40b6-bf57-a7d27b0f0fdc,2019-06-22T13:47:00,2019-06-24T09:04:00,44
5ebc8c78-ef2b-44e5-96c0-490e02c0a503,2018-12-23T14:34:00,2018-12-24T10:17:00,20
5f1eccf0-f2d4-4e56-a449-c8cb818bf01d,2018-09-01T12:19:00,2018-09-06T14:15:00,122
5f793c9d-c0f7-4972-bb03-09fd1dd943b6,2018-09-01T13:28:00,2018-09-03T10:15:00,45
5fa23a17-1534-41aa-82af-9f12901e7858,2018-09-04T16:16:00,2018-09-06T07:57:00,39
620740e6-499e-46d1-9be0-78b71f5fa071,2018-09-01T13:28:00,2018-09-03T10:15:00,45
626308bb-40b5-435c-9b64-25c957c38d95,2018-09-01T12:19:00,2018-09-06T14:15:00,122
63c834f9-71b0-45a8-af05-e7ddfcd23983,2018-09-04T16:16:00,2018-09-06T07:57:00,39
64a3160f-57b6-440c-ae1d-2dcd91519505,2018-09-01T13:28:00,2018-09-03T10:15:00,45
64d72ab6-719a-44ea-bda2-9443b8ab7b44,2018-09-04T16:16:00,2018-09-06T07:57:00,39
65e0020c-4999-4147-988f-df0f0892562c,2018-12-23T14:34:00,2018-12-24T10:17:00,20
66de60e8-6644-4671-96c8-dcc509d85333,2019-08-13T16:25:00,2019-08-19T13:35:00,141
66e52647-2328-47f1-8ebc-0b35d9e2dc1d,2019-03-14T15:19:00,2019-03-15T11:49:00,20
67d3612d-f888-441e-a056-2ef487a62f61,2018-12-23T14:34:00,2018-12-24T10:17:00,20
67f195ac-8a30-4404-a5a5-2386bc404015,2018-09-01T13:28:00,2018-09-03T10:15:00,45
682105eb-8a10-49d0-ae8d-bce82d4e765d,2018-09-01T13:28:00,2018-09-03T10:15:00,45
684ec1ac-c68a-40ca-8086-e97b7d20a2bb,2018-09-04T16:16:00,2018-09-06T07:57:00,39
6940a98d-c366-42b0-8a22-56dc187f1ed7,2018-09-01T12:19:00,2018-09-06T14:15:00,122
6a0de69e-fb1a-4535-82d7-9971dd950f4c,2018-09-04T16:16:00,2018-09-06T07:57:00,39
6a11ef0f-9edd-42ea-a9ca-e2427e534ab6,2018-09-01T12:19:00,2018-09-06T14:15:00,122
6a376e73-c14b-445b-a731-de650da1ee5f,2018-09-01T13:28:00,2018-09-03T10:15:00,45
6af3aca4-ca57-4829-92f1-4f93208b33a7,2018-09-01T12:19:00,2018-09-06T14:15:00,122
6bae73ee-e797-46ac-b664-02cf85bc9338,2019-03-14T15:19:00,2019-03-15T11:49:00,20
6c4606c8-2e5b-4494-8f1c-31524ba28833,2019-02-04T11:38:00,2019-02-09T14:13:00,123
6c5df762-199a-4232-9511-491193a768ce,2018-09-01T12:19:00,2018-09-06T14:15:00,122
6e2680c4-7a40-4361-81ba-3e297bc4f056,2019-02-04T11:38:00,2019-02-09T14:13:00,123
6f4b8830-b367-4088-898d-891f6576a6f4,2019-02-04T11:38:00,2019-02-09T14:13:00,123
7037d375-597e-47f3-bf52-a43e35c2f5ff,2018-09-04T16:16:00,2018-09-06T07:57:00,39
7049fcc2-7ab9-4b5a-b1bb-6b23113dfc0b,2018-09-01T13:28:00,2018-09-03T10:15:00,45
707934cf-4bda-4f69-a494-ac684636fb8f,2018-09-01T13:28:00,2018-09-03T10:15:00,45
70eb95bf-0dc8-4e43-a36b-8463d411870b,2018-09-04T16:16:00,2018-09-06T07:57:00,39
70fb2b3f-567c-44d0-9b05-168c456a09db,2019-08-13T16:25:00,2019-08-19T13:35:00,141
72482006-6a7f-416d-aa00-6ac699be6f4e,2018-09-01T13:28:00,2018-09-03T10:15:00,45
7258535d-b5b2-4737-abdc-77b85f3865bb,2018-09-01T12:19:00,2018-09-06T14:15:00,122
72b304b6-4517-47bc-8c47-87e4bab2bb31,2018-09-01T13:28:00,2018-09-03T10:15:00,45
733bb774-96ff-4ac3-b2a5-7ff2441ae0b1,2019-08-13T16:25:00,2019-08-19T13:35:00,141
73753a6a-e645-43dd-b8aa-e752627c85ff,2018-09-01T12:19:00,2018-09-06T14:15:00,122
738c42fc-b001-4a61-8d6d-b07cda1ba8a8,2019-07-29T15:09:00,2019-07-30T10:03:00,19
73b6355b-ef85-45bd-b985-32d95da2cca2,2019-02-04T11:38:00,2019-02-09T14:13:00,123
7449b0b5-a55e-4b98-90d1-f6f579a8922f,2018-09-01T13:28:00,2018-09-03T10:15:00,45
7461416b-6587-4618-8201-808381cb58c8,2018-09-01T12:19:00,2018-09-06T14:15:00,122
74dadbad-e70f-4554-ae6c-bff9df16d8ae,2018-09-01T12:19:00,2018-09-06T14:15:00,122
755e54a2-7d28-423f-81b3-6fc1c01e56d0,2018-09-01T12:19:00,2018-09-06T14:15:00,122
75a703ae-f116-4856-9ac5-55b480756315,2019-06-22T13:47:00,2019-06-24T09:04:00,44
75cae846-14c2-49bf-9e3e-a6734e124c3c,2019-03-14T15:19:00,2019-03-15T11:49:00,20
760a81c9-282b-48cb-acf6-107f1bbfc359,2018-12-23T14:34:00,2018-12-24T10:17:00,20
76674976-9123-4a8d-b40a-54dbd072f466,2018-12-23T14:34:00,2018-12-24T10:17:00,20
767a054c-4778-4e6a-903b-6303a4b64739,2018-09-01T12:19:00,2018-09-06T14:15:00,122
770d2db9-3b0c-4243-9d2f-5791df94b773,2018-09-01T12:19:00,2018-09-06T14:15:00,122
774d8929-bdfe-4379-bfe4-11bf965fe5d2,2019-02-04T11:38:00,2019-02-09T14:13:00,123
77f70b9f-9999-4ae5-ab6e-a566ebbdb665,2018-09-01T12:19:00,2018-09-06T14:15:00,122
78667e8f-e0dc-4fa2-af43-1052b46d39a8,2018-09-04T16:16:00,2018-09-06T07:57:00,39
78fae22e-4020-49b0-a7ba-062095f827a7,2018-09-01T12:19:00,2018-09-06T14:15:00,122
